stimulus_id,word_position,word,word_clean,length,length_prev,length_prevprev,frequency,frequency_prev,frequency_prevprev,total_fixation_duration,skip_rate,surprisal_first3chars,surprisal_word,surprisal_word_prev,surprisal_word_prevprev
3,5,skeptical.,skeptical,9.0,3.0,8.0,3.68,6.74,5.19,300.53125,0.25,4.344298812937328,7.113115364015744,1.90811712918266,3.3951336204549563
4,0,When,when,4.0,0.0,0.0,6.37,0.0,0.0,261.21875,0.0,5.550011567597025,5.798663710379932,0.0,0.0
4,1,you,you,3.0,4.0,0.0,6.98,6.37,0.0,284.8125,0.65625,2.308529893775871,2.610237479873577,5.798663710379932,0.0
4,2,suggest,suggest,7.0,3.0,4.0,4.75,6.98,6.37,586.71875,0.09375,8.189344179084575,8.343560017606844,2.610237479873577,5.798663710379932
4,3,"otherwise,",otherwise,9.0,7.0,3.0,4.88,4.75,6.98,479.0625,0.125,4.997470784109929,6.764622756634768,8.343560017606844,2.610237479873577
4,4,you,you,3.0,9.0,7.0,6.98,4.88,4.75,100.5,0.75,1.4880001412828996,2.0825626348146677,6.764622756634768,8.343560017606844
4,5,leave,leave,5.0,3.0,9.0,5.34,6.98,4.88,396.96875,0.25,6.3817213991395185,6.685613173752042,2.0825626348146677,6.764622756634768
4,6,the,the,3.0,5.0,3.0,7.73,5.34,6.98,206.25,0.59375,2.333273169684425,2.5260865059456563,6.685613173752042,2.0825626348146677
4,7,realm,realm,5.0,3.0,5.0,4.06,7.73,5.34,365.125,0.1875,4.526165126266143,7.747921941099769,2.5260865059456563,6.685613173752042
4,8,of,of,2.0,5.0,3.0,7.4,4.06,7.73,101.96875,0.8125,0.4921498912995048,0.4921498912995048,7.747921941099769,2.5260865059456563
4,9,reporting,reporting,9.0,2.0,5.0,4.54,7.4,4.06,596.25,0.0625,7.113422728626368,10.648187144544032,0.4921498912995048,7.747921941099769
4,10,and,and,3.0,9.0,2.0,7.41,4.54,7.4,79.96875,0.78125,3.106843856153141,3.113898323015775,10.648187144544032,0.4921498912995048
4,11,enter,enter,5.0,3.0,9.0,4.81,7.41,4.54,396.8125,0.25,6.424429025463276,9.0207144215495,3.113898323015775,10.648187144544032
4,12,the,the,3.0,5.0,3.0,7.73,4.81,7.41,239.5625,0.5625,1.0148349460282162,1.02359888050772,9.0207144215495,3.113898323015775
4,13,orbit,orbit,5.0,3.0,5.0,4.03,7.73,4.81,457.4375,0.125,9.74174725384087,10.62566216352606,1.02359888050772,9.0207144215495
4,14,of,of,2.0,5.0,3.0,7.4,4.03,7.73,162.34375,0.6875,0.0403715364354013,0.0403715364354013,10.62566216352606,1.02359888050772
4,15,speculation.,speculation,11.0,2.0,5.0,3.99,7.4,4.03,603.40625,0.0625,5.9938996133447375,7.005211946407371,0.0403715364354013,10.62566216352606
5,0,Sunbelt,sunbelt,7.0,0.0,0.0,2.13,0.0,0.0,660.1875,0.03125,8.355976339628835,15.84361002974028,0.0,0.0
5,1,foreclosed,foreclosed,10.0,7.0,0.0,2.83,2.13,0.0,644.875,0.0,6.369039950228954,16.236977461908097,15.84361002974028,0.0
5,2,on,on,2.0,10.0,7.0,6.91,2.83,2.13,257.65625,0.46875,1.5533594320222193,1.5533594320222193,16.236977461908097,15.84361002974028
5,3,the,the,3.0,2.0,10.0,7.73,6.91,2.83,173.65625,0.40625,2.9651074160184123,3.1313548542030816,1.5533594320222193,16.236977461908097
5,4,ranch.,ranch,5.0,3.0,2.0,4.03,7.73,6.91,159.90625,0.375,7.0944013807761195,10.353267195890451,3.1313548542030816,1.5533594320222193
6,0,The,the,3.0,0.0,0.0,7.73,0.0,0.0,214.1875,0.03125,3.1110667518296595,3.2821558427250777,0.0,0.0
6,1,core,core,4.0,3.0,0.0,4.73,7.73,0.0,359.84375,0.46875,7.049720465119311,8.353021713004948,3.2821558427250777,0.0
6,2,rate,rate,4.0,4.0,3.0,5.14,4.73,7.73,435.46875,0.28125,7.9476703751989,9.623467983115743,8.353021713004948,3.2821558427250777
6,3,is,is,2.0,4.0,4.0,7.07,5.14,4.73,170.4375,0.6875,2.5269350811244564,2.5269350811244564,9.623467983115743,8.353021713004948
6,4,not,not,3.0,2.0,4.0,6.69,7.07,5.14,403.28125,0.125,4.4418434003188025,4.4793349566066745,2.5269350811244564,9.623467983115743
6,5,really,really,6.0,3.0,2.0,5.97,6.69,7.07,334.34375,0.21875,4.811105635685664,5.257875593412997,4.4793349566066745,2.5269350811244564
6,6,out,out,3.0,6.0,3.0,6.38,5.97,6.69,320.25,0.25,6.845637967946317,7.335163597314747,5.257875593412997,4.4793349566066745
6,7,of,of,2.0,3.0,6.0,7.4,6.38,5.97,170.59375,0.46875,0.2551023250247226,0.2551023250247226,7.335163597314747,5.257875593412997
6,8,line.,line,4.0,2.0,3.0,5.49,7.4,6.38,89.71875,0.59375,2.3913696606242354,4.874025530890755,0.2551023250247226,7.335163597314747
7,0,"Meanwhile,",meanwhile,9.0,0.0,0.0,4.48,0.0,0.0,416.875,0.0,8.179723534711293,9.168633182594162,0.0,0.0
7,1,the,the,3.0,9.0,0.0,7.73,4.48,0.0,122.1875,0.59375,1.7353754956659255,1.857777827254102,9.168633182594162,0.0
7,2,retail,retail,6.0,3.0,9.0,4.55,7.73,4.48,286.03125,0.3125,7.388165762347937,10.063697722356723,1.857777827254102,9.168633182594162
7,3,sales,sales,5.0,6.0,3.0,5.02,4.55,7.73,419.1875,0.125,3.863446416600276,4.020148858528447,10.063697722356723,1.857777827254102
7,4,report,report,6.0,5.0,6.0,5.32,5.02,4.55,441.21875,0.0625,5.529673087314826,6.659827724379792,4.020148858528447,10.063697722356723
7,5,showed,showed,6.0,6.0,5.0,4.86,5.32,5.02,341.3125,0.09375,1.8412935817080651,2.4634864735121553,6.659827724379792,4.020148858528447
7,6,that,that,4.0,6.0,6.0,7.01,4.86,5.32,180.4375,0.59375,0.9515461658664676,0.960247892841096,2.4634864735121553,6.659827724379792
7,7,car,car,3.0,4.0,6.0,5.45,7.01,4.86,178.59375,0.46875,7.0084766745505505,7.886883321342545,0.960247892841096,2.4634864735121553
7,8,sales,sales,5.0,3.0,4.0,5.02,5.45,7.01,276.4375,0.375,0.5208083588945129,0.5305317616029868,7.886883321342545,0.960247892841096
7,9,rose,rose,4.0,5.0,3.0,4.82,5.02,5.45,280.28125,0.21875,2.504508868784775,2.5109918822293196,0.5305317616029868,7.886883321342545
7,10,0.8%,NUM%,3.0,4.0,5.0,2.23,4.82,5.02,556.5,0.125,6.357571399938109,7.368298749744639,2.5109918822293196,0.5305317616029868
7,11,in,in,2.0,3.0,4.0,7.27,2.23,4.82,108.03125,0.8125,1.0913279525886497,1.0913279525886497,7.368298749744639,2.5109918822293196
7,12,September,september,9.0,2.0,3.0,5.15,7.27,2.23,433.5625,0.1875,3.7404770948676926,4.281847887486464,1.0913279525886497,7.368298749744639
7,13,to,to,2.0,9.0,2.0,7.43,5.15,7.27,112.75,0.71875,1.8908028902092584,1.8908028902092584,4.281847887486464,1.0913279525886497
7,14,$32.82,$NUM,5.0,2.0,9.0,0.89,7.43,5.15,799.5,0.125,6.40164260378026,13.954275755595203,1.8908028902092584,4.281847887486464
7,15,billion.,billion,7.0,5.0,2.0,4.75,0.89,7.43,124.03125,0.59375,0.0602954203207843,1.6343374717607588,13.954275755595203,1.8908028902092584
8,0,The,the,3.0,0.0,0.0,7.73,0.0,0.0,178.3125,0.03125,3.1110667518296595,3.2821558427250777,0.0,0.0
8,1,week's,week's,6.0,3.0,0.0,4.05,7.73,0.0,380.28125,0.34375,7.44742328104822,10.942487671443232,3.2821558427250777,0.0
8,2,total,total,5.0,6.0,3.0,5.21,4.05,7.73,463.25,0.125,7.793156918018431,8.028729019714172,10.942487671443232,3.2821558427250777
8,3,was,was,3.0,5.0,6.0,6.82,5.21,4.05,270.75,0.46875,3.958091576721163,3.9831885273196654,8.028729019714172,10.942487671443232
8,4,up,up,2.0,3.0,5.0,6.39,6.82,5.21,271.53125,0.4375,5.054861796339793,5.054861796339793,3.9831885273196654,8.028729019714172
8,5,6.2%,NUM%,3.0,2.0,3.0,3.64,6.39,6.82,833.03125,0.15625,7.00087721484261,8.458181287102704,5.054861796339793,3.9831885273196654
8,6,from,from,4.0,3.0,2.0,6.63,3.64,6.39,326.6875,0.375,1.2543826262605575,1.2547210490264715,8.458181287102704,5.054861796339793
8,7,"274,963",NUM,6.0,4.0,3.0,3.1,6.63,3.64,1310.09375,0.0,13.65584850135172,24.63490763983853,1.2547210490264715,8.458181287102704
8,8,tons,tons,4.0,6.0,4.0,4.46,3.1,6.63,464.59375,0.46875,8.472495372028774,9.401022893291,24.63490763983853,1.2547210490264715
8,9,a,a,1.0,4.0,6.0,7.36,4.46,3.1,158.3125,0.6875,5.692409601996275,5.247800004547059,9.401022893291,24.63490763983853
8,10,year,year,4.0,1.0,4.0,5.96,7.36,4.46,331.0,0.25,0.4446262351616923,0.4464269923124249,5.247800004547059,9.401022893291
