stimulus_id,word_position,word,word_clean,length,length_prev,length_prevprev,frequency,frequency_prev,frequency_prevprev,total_fixation_duration,skip_rate,surprisal_first3chars,surprisal_word,surprisal_word_prev,surprisal_word_prevprev
8,11,earlier.,earlier,7.0,4.0,1.0,4.98,5.96,7.36,162.40625,0.375,1.5626812583651457,2.3942485862012717,0.4464269923124249,5.247800004547059
9,0,A,a,1.0,0.0,0.0,7.36,0.0,0.0,196.03125,0.0,8.468277783234395,4.037898283739537,0.0,0.0
9,1,Flemish,flemish,7.0,1.0,0.0,3.09,7.36,0.0,591.125,0.28125,9.973924602288491,12.34938459333302,4.037898283739537,0.0
9,2,game,game,4.0,7.0,1.0,5.72,3.09,7.36,446.625,0.125,6.182330183530567,6.4619251068356185,12.34938459333302,4.037898283739537
9,3,show,show,4.0,4.0,7.0,5.68,5.72,3.09,381.875,0.15625,3.9014558622090862,4.213804382336253,6.4619251068356185,12.34938459333302
9,4,has,has,3.0,4.0,4.0,6.37,5.68,5.72,405.25,0.5,2.6247810743367737,2.627938467292431,4.213804382336253,6.4619251068356185
9,5,as,as,2.0,3.0,4.0,6.77,6.37,5.68,440.09375,0.5625,9.317106159577587,9.317106159577587,2.627938467292431,4.213804382336253
9,6,its,its,3.0,2.0,3.0,6.14,6.77,6.37,383.9375,0.40625,1.0871035061682832,1.0878724692981834,9.317106159577587,2.627938467292431
9,7,host,host,4.0,3.0,2.0,4.77,6.14,6.77,397.46875,0.25,4.184654918242714,4.586469488077142,1.0878724692981834,9.317106159577587
9,8,a,a,1.0,4.0,3.0,7.36,4.77,6.14,127.84375,0.6875,6.206827224763224,1.366900758798053,4.586469488077142,1.0878724692981834
9,9,Belgian,belgian,7.0,1.0,4.0,3.82,7.36,4.77,506.125,0.15625,6.97632893293909,7.164147685967883,1.366900758798053,4.586469488077142
9,10,pretending,pretending,10.0,7.0,1.0,4.06,3.82,7.36,680.1875,0.0625,5.747688065477902,12.15508460052395,7.164147685967883,1.366900758798053
9,11,to,to,2.0,10.0,7.0,7.43,4.06,3.82,114.84375,0.71875,0.0496193943557159,0.0496193943557159,12.15508460052395,7.164147685967883
9,12,be,be,2.0,2.0,10.0,6.79,7.43,4.06,232.75,0.46875,0.2371304240975149,0.2371304240975149,0.0496193943557159,12.15508460052395
9,13,Italian.,italian,7.0,2.0,2.0,4.66,6.79,7.43,237.40625,0.3125,6.511515598287119,8.058965971991512,0.2371304240975149,0.0496193943557159
10,0,For,for,3.0,0.0,0.0,7.01,0.0,0.0,233.90625,0.0,5.339471091876144,5.628322115273463,0.0,0.0
10,1,the,the,3.0,3.0,0.0,7.73,7.01,0.0,89.28125,0.71875,1.86402525635636,1.9148625593404385,5.628322115273463,0.0
10,2,most,most,4.0,3.0,3.0,6.0,7.73,7.01,241.75,0.25,3.423939663992133,3.424839059797181,1.9148625593404385,5.628322115273463
10,3,"part,",part,4.0,4.0,3.0,5.78,6.0,7.73,90.78125,0.59375,0.0468588687851863,0.2572746863471202,3.424839059797181,1.9148625593404385
10,4,what's,what's,6.0,4.0,4.0,5.2,5.78,6.0,314.09375,0.375,5.498061504276311,7.952311198589566,0.2572746863471202,3.424839059797181
10,5,made,made,4.0,6.0,4.0,5.92,5.2,5.78,459.96875,0.09375,5.953595551962007,5.967561726491223,7.952311198589566,0.2572746863471202
10,6,here,here,4.0,4.0,6.0,5.97,5.92,5.2,369.375,0.34375,6.2740335954232975,7.896717398606924,5.967561726491223,7.952311198589566
10,7,stays,stays,5.0,4.0,4.0,4.26,5.97,5.92,391.28125,0.09375,6.768308879826208,8.377546811880492,7.896717398606924,5.967561726491223
10,8,"here,",here,4.0,5.0,4.0,5.97,4.26,5.97,167.25,0.40625,2.358574747746353,4.174553550790478,8.377546811880492,7.896717398606924
10,9,and,and,3.0,4.0,5.0,7.41,5.97,4.26,47.3125,1.0,1.5629105711018738,1.5683897796659068,4.174553550790478,8.377546811880492
10,10,for,for,3.0,3.0,4.0,7.01,7.41,5.97,274.40625,0.34375,4.214172283803407,4.249998751068269,1.5683897796659068,4.174553550790478
10,11,good,good,4.0,3.0,3.0,6.12,7.01,7.41,261.8125,0.125,3.4518960573635624,3.472792973922118,4.249998751068269,1.5683897796659068
10,12,reason.,reason,6.0,4.0,3.0,5.32,6.12,7.01,46.15625,0.71875,0.0773692084720494,0.4623094628218354,3.472792973922118,4.249998751068269
11,0,Most,most,4.0,0.0,0.0,6.0,0.0,0.0,290.625,0.03125,7.2372248086411055,7.375230901173179,0.0,0.0
11,1,British,british,7.0,4.0,0.0,5.18,6.0,0.0,352.5625,0.21875,6.910961745557094,7.363704163508508,7.375230901173179,0.0
11,2,programming,programming,11.0,7.0,4.0,4.37,5.18,6.0,440.96875,0.0625,5.291111718564032,11.052596846203,7.363704163508508,7.375230901173179
11,3,is,is,2.0,11.0,7.0,7.07,4.37,5.18,106.5,0.65625,1.395397928924087,1.395397928924087,11.052596846203,7.363704163508508
11,4,more,more,4.0,2.0,11.0,6.36,7.07,4.37,416.1875,0.34375,5.797789707953825,5.821137768115371,1.395397928924087,11.052596846203
11,5,of,of,2.0,4.0,2.0,7.4,6.36,7.07,126.8125,0.75,3.9085216780365,3.9085216780365,5.821137768115371,1.395397928924087
11,6,an,an,2.0,2.0,4.0,6.53,7.4,6.36,150.125,0.625,2.0075555181884894,2.0075555181884894,3.9085216780365,5.821137768115371
11,7,acquired,acquired,8.0,2.0,2.0,4.4,6.53,7.4,470.84375,0.03125,6.81823982428449,7.123655143739079,2.0075555181884894,3.9085216780365
11,8,taste.,taste,5.0,8.0,2.0,4.73,4.4,6.53,95.21875,0.6875,0.0317567996289653,1.4887736290695417,7.123655143739079,2.0075555181884894
12,0,The,the,3.0,0.0,0.0,7.73,0.0,0.0,203.375,0.0,3.1110667518296595,3.2821558427250777,0.0,0.0
12,1,venture's,venture's,9.0,3.0,0.0,1.73,7.73,0.0,418.625,0.1875,8.67489014795695,15.517255084671245,3.2821558427250777,0.0
12,2,importance,importance,10.0,9.0,3.0,4.56,1.73,7.73,522.75,0.0,6.9947397843842865,9.806867454651098,15.517255084671245,3.2821558427250777
12,3,for,for,3.0,10.0,9.0,7.01,4.56,1.73,72.03125,0.78125,3.6965022127980767,3.705859746651068,9.806867454651098,15.517255084671245
12,4,Thomson,thomson,7.0,3.0,10.0,3.78,7.01,4.56,471.125,0.0,7.818792182447162,9.790027799914457,3.705859746651068,9.806867454651098
12,5,is,is,2.0,7.0,3.0,7.07,3.78,7.01,83.375,0.78125,2.8578780698473025,2.8578780698473025,9.790027799914457,3.705859746651068
12,6,great.,great,5.0,2.0,7.0,5.88,7.07,3.78,151.3125,0.40625,5.406792657171195,7.351008256070713,2.8578780698473025,9.790027799914457
13,0,The,the,3.0,0.0,0.0,7.73,0.0,0.0,178.46875,0.03125,3.1110667518296595,3.2821558427250777,0.0,0.0
13,1,system,system,6.0,3.0,0.0,5.56,7.73,0.0,295.5,0.21875,7.703350345462079,7.899646850005052,3.2821558427250777,0.0
13,2,currently,currently,9.0,6.0,3.0,5.08,5.56,7.73,416.96875,0.15625,6.253186950429244,6.29690488696818,7.899646850005052,3.2821558427250777
13,3,has,has,3.0,9.0,6.0,6.37,5.08,5.56,217.28125,0.3125,2.674765496904527,2.688552194282579,6.29690488696818,7.899646850005052
13,4,a,a,1.0,3.0,9.0,7.36,6.37,5.08,73.9375,0.75,4.982472818115582,2.1575868695072273,2.688552194282579,6.29690488696818
13,5,capacity,capacity,8.0,1.0,3.0,4.71,7.36,6.37,264.65625,0.21875,4.999635418250037,5.547657482726379,2.1575868695072273,2.688552194282579
13,6,of,of,2.0,8.0,1.0,7.4,4.71,7.36,44.125,0.8125,0.1097037829660969,0.1097037829660969,5.547657482726379,2.1575868695072273
13,7,1.55,NUM,3.0,2.0,8.0,2.65,7.4,4.71,403.625,0.3125,5.1805357420379075,9.497915435935706,0.1097037829660969,5.547657482726379
13,8,million,million,7.0,3.0,2.0,5.33,2.65,7.4,489.625,0.21875,0.734095164088373,0.849356866746902,9.497915435935706,0.1097037829660969
13,9,barrels,barrels,7.0,7.0,3.0,3.83,5.33,2.65,484.46875,0.03125,3.8505081165573287,3.9439368773381176,0.849356866746902,9.497915435935706
13,10,a,a,1.0,7.0,7.0,7.36,3.83,5.33,94.25,0.65625,1.997206037291669,1.9710790652463712,3.9439368773381176,0.849356866746902
13,11,day.,day,3.0,1.0,7.0,5.95,7.36,3.83,87.9375,0.6875,0.0261619844686222,1.0923861593918645,1.9710790652463712,3.9439368773381176
14,0,On,on,2.0,0.0,0.0,6.91,0.0,0.0,226.46875,0.03125,5.834633703803073,5.834633703803073,0.0,0.0
14,1,the,the,3.0,2.0,0.0,7.73,6.91,0.0,172.46875,0.71875,2.1657214468547847,2.2024301039493244,5.834633703803073,0.0
14,2,other,other,5.0,3.0,2.0,6.16,7.73,6.91,320.4375,0.4375,2.4004489974212007,2.4053867508757403,2.2024301039493244,5.834633703803073
14,3,"hand,",hand,4.0,5.0,3.0,5.41,6.16,7.73,257.625,0.40625,0.1860803821701377,0.2626054935891151,2.4053867508757403,2.2024301039493244
14,4,the,the,3.0,4.0,5.0,7.73,5.41,6.16,151.875,0.65625,1.7163676335185605,2.1174616821567707,0.2626054935891151,2.4053867508757403
14,5,battle,battle,6.0,3.0,4.0,4.94,7.73,5.41,375.5625,0.1875,7.40775139415514,8.036881587718556,2.1174616821567707,0.2626054935891151
14,6,of,of,2.0,6.0,3.0,7.4,4.94,7.73,216.21875,0.6875,2.3006436362274556,2.3006436362274556,8.036881587718556,2.1174616821567707
14,7,the,the,3.0,2.0,6.0,7.73,7.4,4.94,365.6875,0.28125,1.619230171863407,1.653279202810026,2.3006436362274556,8.036881587718556
14,8,bus,bus,3.0,3.0,2.0,4.83,7.73,7.4,266.8125,0.5,7.093783079181733,9.330329522907892,1.653279202810026,2.3006436362274556
14,9,is,is,2.0,3.0,3.0,7.07,4.83,7.73,86.75,0.8125,2.0582731889144057,2.0582731889144057,9.330329522907892,1.653279202810026
14,10,expected,expected,8.0,2.0,3.0,4.96,7.07,4.83,574.75,0.03125,6.8269992242928055,7.683072314847244,2.0582731889144057,9.330329522907892
14,11,to,to,2.0,8.0,2.0,7.43,4.96,7.07,44.28125,0.90625,0.0256916505017912,0.0256916505017912,7.683072314847244,2.0582731889144057
14,12,grow,grow,4.0,2.0,8.0,4.9,7.43,4.96,345.46875,0.125,5.7783172222236345,5.840476548678929,0.0256916505017912,7.683072314847244
14,13,increasingly,increasingly,12.0,4.0,2.0,4.38,4.9,7.43,764.3125,0.0,2.9874186649908836,3.001829329686977,5.840476548678929,0.0256916505017912
14,14,irrelevant.,irrelevant,10.0,12.0,4.0,3.98,4.38,4.9,604.875,0.0625,6.988528784696413,9.660467534140864,3.001829329686977,5.840476548678929
15,0,But,but,3.0,0.0,0.0,6.63,0.0,0.0,191.0625,0.09375,6.012570777752334,6.10021684852423,0.0,0.0
15,1,they,they,4.0,3.0,0.0,6.5,6.63,0.0,258.25,0.46875,1.922783770020528,4.397494575952901,6.10021684852423,0.0
15,2,will,will,4.0,4.0,3.0,6.45,6.5,6.63,210.15625,0.5625,4.256319508805015,4.266066221109794,4.397494575952901,6.10021684852423
15,3,have,have,4.0,4.0,4.0,6.71,6.45,6.5,328.46875,0.21875,2.6389847932956965,2.640331271164131,4.266066221109794,4.397494575952901
15,4,to,to,2.0,4.0,4.0,7.43,6.71,6.45,146.5,0.59375,0.512305342032473,0.512305342032473,2.640331271164131,4.266066221109794
15,5,act,act,3.0,2.0,4.0,5.3,7.43,6.71,193.4375,0.21875,6.463087049218732,6.868962321030196,0.512305342032473,2.640331271164131
15,6,quickly.,quickly,7.0,3.0,2.0,5.0,5.3,7.43,154.96875,0.53125,1.4310277365730713,2.776075995318184,6.868962321030196,0.512305342032473
16,0,"Still,",still,5.0,0.0,0.0,5.92,0.0,0.0,341.78125,0.03125,7.018496806986295,12.097369597801896,0.0,0.0
16,1,even,even,4.0,5.0,0.0,5.99,5.92,0.0,384.40625,0.3125,4.225505766589464,4.416121382678597,12.097369597801896,0.0
16,2,that,that,4.0,4.0,5.0,7.01,5.99,5.92,297.4375,0.625,5.249519422190037,5.345289135168208,4.416121382678597,12.097369597801896
16,3,modest,modest,6.0,4.0,4.0,4.03,7.01,5.99,500.28125,0.03125,6.246017257095893,6.891001980966912,5.345289135168208,4.416121382678597
16,4,increase,increase,8.0,6.0,4.0,5.08,4.03,7.01,376.0625,0.125,3.2820162439365923,3.4128054537572474,6.891001980966912,5.345289135168208
16,5,is,is,2.0,8.0,6.0,7.07,5.08,4.03,78.09375,0.78125,1.9599945466308455,1.9599945466308455,3.4128054537572474,6.891001980966912
16,6,good,good,4.0,2.0,8.0,6.12,7.07,5.08,308.125,0.15625,5.380056663299179,5.402986118987911,1.9599945466308455,3.4128054537572474
16,7,news,news,4.0,4.0,2.0,5.44,6.12,7.07,217.9375,0.3125,0.1555294156053293,0.3259815509301447,5.402986118987911,1.9599945466308455
16,8,for,for,3.0,4.0,4.0,7.01,5.44,6.12,164.75,0.71875,0.0744975726229171,0.0750315223177082,0.3259815509301447,5.402986118987911
16,9,a,a,1.0,3.0,4.0,7.36,7.01,5.44,137.40625,0.71875,5.748488751816083,3.6717939096936263,0.0750315223177082,0.3259815509301447
16,10,state,state,5.0,1.0,3.0,5.78,7.36,7.01,253.9375,0.3125,3.868394604715256,4.359844900870549,3.6717939096936263,0.0750315223177082
16,11,that,that,4.0,5.0,1.0,7.01,5.78,7.36,238.375,0.59375,0.4833263340988765,0.5885676274465226,4.359844900870549,3.6717939096936263
16,12,hasn't,hasn't,6.0,4.0,5.0,4.71,7.01,5.78,226.21875,0.3125,1.0901879080033083,4.717669148695862,0.5885676274465226,4.359844900870549
16,13,grown,grown,5.0,6.0,4.0,4.67,4.71,7.01,293.84375,0.21875,6.212611828250083,6.240433840879902,4.717669148695862,0.5885676274465226
16,14,at,at,2.0,5.0,6.0,6.7,4.67,4.71,82.34375,0.78125,3.5610728660665387,3.5610728660665387,6.240433840879902,4.717669148695862
16,15,all,all,3.0,2.0,5.0,6.52,6.7,4.67,170.65625,0.5,1.17395669612943,1.3188098706173648,3.5610728660665387,6.240433840879902
16,16,since,since,5.0,3.0,2.0,5.75,6.52,6.7,264.75,0.28125,1.3611238215287074,1.3630121324244158,1.3188098706173648,3.5610728660665387
16,17,1981.,NUM,4.0,5.0,3.0,4.4,5.75,6.52,471.28125,0.0625,3.00296856568535,6.243867962682501,1.3630121324244158,1.3188098706173648
17,0,Mario,mario,5.0,0.0,0.0,4.23,0.0,0.0,368.75,0.0,6.436415013053132,10.479777189029951,0.0,0.0
17,1,"Gabelli,",gabelli,7.0,5.0,0.0,1.69,4.23,0.0,482.625,0.03125,7.515219895970677,13.529130203346842,10.479777189029951,0.0
17,2,for,for,3.0,7.0,5.0,7.01,1.69,4.23,82.625,0.8125,4.871998833543927,6.664156238942184,13.529130203346842,10.479777189029951
17,3,"instance,",instance,8.0,3.0,7.0,4.59,7.01,1.69,310.6875,0.03125,2.1818632145660395,2.2496917176477176,6.664156238942184,13.529130203346842
17,4,holds,holds,5.0,8.0,3.0,4.6,4.59,7.01,251.09375,0.3125,6.915906733153783,6.955222069866082,2.2496917176477176,6.664156238942184
17,5,cash,cash,4.0,5.0,8.0,4.92,4.6,4.59,311.21875,0.375,9.116704341153628,9.622854654335953,6.955222069866082,2.2496917176477176
17,6,positions,positions,9.0,4.0,5.0,4.63,4.92,4.6,317.75,0.125,8.28066702018937,9.017931288480511,9.622854654335953,6.955222069866082
17,7,well,well,4.0,9.0,4.0,6.03,4.63,4.92,173.5,0.5,8.191527953137829,8.225145221410664,9.017931288480511,9.622854654335953
17,8,above,above,5.0,4.0,9.0,5.2,6.03,4.63,265.65625,0.4375,1.6393077540451628,1.642125708678094,8.225145221410664,9.017931288480511
17,9,20%,NUM%,3.0,5.0,4.0,5.08,5.2,6.03,301.8125,0.28125,8.444062462576866,8.845351722527269,1.642125708678094,8.225145221410664
17,10,in,in,2.0,3.0,5.0,7.27,5.08,5.2,94.25,0.78125,2.1449600095328947,2.1449600095328947,8.845351722527269,1.642125708678094
17,11,several,several,7.0,2.0,3.0,5.39,7.27,5.08,395.5625,0.25,4.600610139759965,4.6499340900787445,2.1449600095328947,8.845351722527269
17,12,of,of,2.0,7.0,2.0,7.4,5.39,7.27,72.84375,0.6875,2.5501954821498316,2.5501954821498316,4.6499340900787445,2.1449600095328947
17,13,his,his,3.0,2.0,7.0,6.51,7.4,5.39,167.34375,0.5625,1.4550638586662643,1.4557364295664854,2.5501954821498316,4.6499340900787445
17,14,funds.,funds,5.0,3.0,2.0,4.74,6.51,7.4,92.34375,0.71875,6.352144453327483,8.640778997450141,1.4557364295664854,2.5501954821498316
18,0,About,about,5.0,0.0,0.0,6.4,0.0,0.0,405.40625,0.0,6.948995550719724,7.290268750217589,0.0,0.0
18,1,40%,NUM%,3.0,5.0,0.0,4.82,6.4,0.0,469.3125,0.1875,9.074657479827785,9.087310204384778,7.290268750217589,0.0
18,2,don't,don't,5.0,3.0,5.0,6.2,4.82,6.4,482.28125,0.25,9.361316716138363,9.615638859742004,9.087310204384778,7.290268750217589
18,3,feel,feel,4.0,5.0,3.0,5.67,6.2,4.82,441.75,0.40625,4.816582249444799,4.848697524713071,9.615638859742004,9.087310204384778
18,4,they're,they're,7.0,4.0,5.0,5.47,5.67,6.2,632.3125,0.1875,1.6457508044418887,4.567812414685498,4.848697524713071,9.615638859742004
18,5,more,more,4.0,7.0,4.0,6.36,5.47,5.67,569.3125,0.1875,6.743516892655386,7.052905593720752,4.567812414685498,4.848697524713071
18,6,able,able,4.0,4.0,7.0,5.43,6.36,5.47,393.46875,0.3125,5.208675010805855,5.229556138523812,7.052905593720752,4.567812414685498
18,7,than,than,4.0,4.0,4.0,6.13,5.43,6.36,387.0,0.1875,2.2399334159440443,2.243307835052782,5.229556138523812,7.052905593720752
18,8,others.,others,6.0,4.0,4.0,5.42,6.13,5.43,202.09375,0.40625,0.3116098550967479,3.35365596787576,2.243307835052782,5.229556138523812
19,0,About,about,5.0,0.0,0.0,6.4,0.0,0.0,269.28125,0.03125,6.948995550719724,7.290268750217589,0.0,0.0
19,1,54%,NUM%,3.0,5.0,0.0,4.73,6.4,0.0,470.46875,0.21875,10.594350373967284,10.613474055592016,7.290268750217589,0.0
19,2,are,are,3.0,3.0,5.0,6.74,4.73,6.4,267.71875,0.59375,5.304315095717733,5.312861548250648,10.613474055592016,7.290268750217589
19,3,"women,",women,5.0,3.0,3.0,5.57,6.74,4.73,234.0625,0.34375,2.855128353114143,3.9879292582861545,5.312861548250648,10.613474055592016
19,4,and,and,3.0,5.0,3.0,7.41,5.57,6.74,134.15625,0.65625,2.037349910086487,2.0400917481772787,3.9879292582861545,5.312861548250648
19,5,44%,NUM%,3.0,3.0,5.0,4.82,7.41,5.57,417.375,0.46875,4.527761823576821,4.532999300494328,2.0400917481772787,3.9879292582861545
19,6,are,are,3.0,3.0,3.0,6.74,4.82,7.41,222.09375,0.625,0.2501738730414189,0.2522391824069103,4.532999300494328,2.0400917481772787
19,7,part-time,part-time,9.0,3.0,3.0,5.66,6.74,4.82,496.28125,0.03125,7.147706538027464,10.529806131970387,0.2522391824069103,4.532999300494328
19,8,students.,students,8.0,9.0,3.0,5.25,5.66,6.74,118.875,0.53125,4.851766992383517,5.460624499323863,10.529806131970387,0.2522391824069103
20,0,It,it,2.0,0.0,0.0,6.95,0.0,0.0,191.8125,0.0625,5.227143642784391,5.227143642784391,0.0,0.0
20,1,would,would,5.0,2.0,0.0,6.27,6.95,0.0,371.71875,0.46875,3.5534956650888985,3.657378078501007,5.227143642784391,0.0
20,2,open,open,4.0,5.0,2.0,5.48,6.27,6.95,416.65625,0.28125,7.558991868598191,7.62494577601775,3.657378078501007,5.227143642784391
20,3,a,a,1.0,4.0,5.0,7.36,5.48,6.27,112.75,0.71875,4.967036376436152,1.7751949206874542,7.62494577601775,3.657378078501007
20,4,can,can,3.0,1.0,4.0,6.46,7.36,5.48,270.5625,0.25,7.066731041727383,7.919058275419847,1.7751949206874542,7.62494577601775
20,5,of,of,2.0,3.0,1.0,7.4,6.46,7.36,108.125,0.5625,0.0409391743133085,0.0409391743133085,7.919058275419847,1.7751949206874542
20,6,worms.,worms,5.0,2.0,3.0,3.78,7.4,6.46,148.6875,0.40625,0.1991510392311788,2.4111933777383143,0.0409391743133085,7.919058275419847
21,0,And,and,3.0,0.0,0.0,7.41,0.0,0.0,207.0625,0.0,6.092679505694077,6.3305192369914725,0.0,0.0
21,1,the,the,3.0,3.0,0.0,7.73,7.41,0.0,109.53125,0.78125,2.0626008901700477,3.0792076668188404,6.3305192369914725,0.0
21,2,local,local,5.0,3.0,3.0,5.43,7.73,7.41,213.5,0.25,7.222392282775067,7.8621995600647185,3.0792076668188404,6.3305192369914725
21,3,expression,expression,10.0,5.0,3.0,4.55,5.43,7.73,373.375,0.03125,6.470248458556227,10.233828047141984,7.8621995600647185,3.0792076668188404
21,4,for,for,3.0,10.0,5.0,7.01,4.55,5.43,93.46875,0.75,2.7893594071410917,2.8159908528220967,10.233828047141984,7.8621995600647185
21,5,brother,brother,7.0,3.0,10.0,5.11,7.01,4.55,372.1875,0.125,8.432434821485998,12.993894073878684,2.8159908528220967,10.233828047141984
21,6,is,is,2.0,7.0,3.0,7.07,5.11,7.01,89.6875,0.8125,2.297453340925898,2.297453340925898,12.993894073878684,2.8159908528220967
21,7,"brah,",brah,4.0,2.0,7.0,3.0,7.07,5.11,422.4375,0.09375,5.949085466971766,16.744327224132668,2.297453340925898,12.993894073878684
21,8,not,not,3.0,4.0,2.0,6.69,3.0,7.07,159.46875,0.6875,3.9486818964121255,3.9695346830374234,16.744327224132668,2.297453340925898
21,9,bruddah.,bruddah,7.0,3.0,4.0,1.57,6.69,3.0,675.46875,0.0,1.5599247364685311,14.568836547549964,3.9695346830374234,16.744327224132668
22,0,"Sorry,",sorry,5.0,0.0,0.0,5.18,0.0,0.0,273.65625,0.03125,8.312134176245934,9.72772080769302,0.0,0.0
22,1,the,the,3.0,5.0,0.0,7.73,5.18,0.0,149.1875,0.65625,1.6953628400291,2.424338919536467,9.72772080769302,0.0
22,2,show,show,4.0,3.0,5.0,5.68,7.73,5.18,304.8125,0.1875,6.559470875367687,7.920722489632698,2.424338919536467,9.72772080769302
22,3,does,does,4.0,4.0,3.0,5.74,5.68,7.73,275.65625,0.21875,3.311957781167973,4.681568845109059,7.920722489632698,2.424338919536467
22,4,not,not,3.0,4.0,4.0,6.69,5.74,5.68,261.4375,0.34375,0.0170914635945038,0.0186695060398491,4.681568845109059,7.920722489632698
22,5,even,even,4.0,3.0,4.0,5.99,6.69,5.74,320.625,0.3125,7.773782134467698,7.849060358713171,0.0186695060398491,4.681568845109059
22,6,have,have,4.0,4.0,3.0,6.71,5.99,6.69,272.1875,0.3125,1.642549719678961,1.6446306668733897,7.849060358713171,0.0186695060398491
22,7,the,the,3.0,4.0,4.0,7.73,6.71,5.99,147.6875,0.6875,2.443831144270142,2.4775081088131614,1.6446306668733897,7.849060358713171
22,8,one,one,3.0,3.0,4.0,6.47,7.73,6.71,267.25,0.375,6.491280130462663,6.7665388942924665,2.4775081088131614,1.6446306668733897
22,9,redeeming,redeeming,9.0,3.0,3.0,3.01,6.47,7.73,406.9375,0.03125,7.447705933958737,9.515890805015452,6.7665388942924665,2.4775081088131614
22,10,quality,quality,7.0,9.0,3.0,5.11,3.01,6.47,310.09375,0.25,4.45047003064451,5.087627412523858,9.515890805015452,6.7665388942924665
22,11,of,of,2.0,7.0,9.0,7.4,5.11,3.01,58.53125,0.8125,2.443766290181443,2.443766290181443,5.087627412523858,9.515890805015452
22,12,genuine,genuine,7.0,2.0,7.0,4.37,7.4,5.11,549.90625,0.03125,7.771834954939372,8.679623143823797,2.443766290181443,5.087627412523858
22,13,local,local,5.0,7.0,2.0,5.43,4.37,7.4,457.5625,0.03125,7.691714870478066,7.96834849639302,8.679623143823797,2.443766290181443
22,14,color.,color,5.0,5.0,7.0,4.91,5.43,4.37,162.03125,0.40625,6.64309909114931,9.97256275108903,7.96834849639302,8.679623143823797
23,0,Opponents,opponents,9.0,0.0,0.0,4.23,0.0,0.0,533.125,0.0,9.28074173464865,10.027574968798852,0.0,0.0
23,1,of,of,2.0,9.0,0.0,7.4,4.23,0.0,156.75,0.75,0.4304437842662576,0.4304437842662576,10.027574968798852,0.0
23,2,the,the,3.0,2.0,9.0,7.73,7.4,4.23,268.5625,0.375,1.244435036581093,1.25355265651665,0.4304437842662576,10.027574968798852
23,3,cut,cut,3.0,3.0,2.0,5.24,7.73,7.4,359.125,0.25,7.5104861147209405,9.476998839048246,1.25355265651665,0.4304437842662576
23,4,are,are,3.0,3.0,3.0,6.74,5.24,7.73,179.71875,0.5625,2.518557139234737,2.5329254303865696,9.476998839048246,1.25355265651665
23,5,playing,playing,7.0,3.0,3.0,5.37,6.74,5.24,487.875,0.0625,5.047731759954576,6.336219309343026,2.5329254303865696,9.476998839048246
23,6,hardball.,hardball,8.0,7.0,3.0,2.76,5.37,6.74,335.21875,0.21875,4.378408481015725,6.006166549196401,6.336219309343026,2.5329254303865696
24,0,Your,your,4.0,0.0,0.0,6.53,0.0,0.0,229.59375,0.03125,5.107604857099633,7.037738432923856,0.0,0.0
24,1,paper,paper,5.0,4.0,0.0,5.07,6.53,0.0,346.75,0.1875,8.586133349645266,9.049089193146862,7.037738432923856,0.0
24,2,needs,needs,5.0,5.0,4.0,5.37,5.07,6.53,318.4375,0.21875,5.444208949057089,5.536753234062065,9.049089193146862,7.037738432923856
24,3,a,a,1.0,5.0,5.0,7.36,5.37,5.07,74.09375,0.75,4.91413349382379,2.7999607491916656,5.536753234062065,9.049089193146862
24,4,serious,serious,7.0,1.0,5.0,5.1,7.36,5.37,377.25,0.03125,6.077954323952238,7.84493699689407,2.7999607491916656,5.536753234062065
24,5,reality,reality,7.0,7.0,1.0,4.89,5.1,7.36,349.34375,0.09375,4.224989085519809,11.568574217400029,7.84493699689407,2.7999607491916656
24,6,check.,check,5.0,7.0,7.0,5.31,4.89,5.1,118.5,0.5,0.031753705918966,0.9633329691701108,11.568574217400029,7.84493699689407
25,0,Columbia,columbia,8.0,0.0,0.0,4.4,0.0,0.0,415.625,0.0,7.054281329432405,11.832257769197325,0.0,0.0
25,1,Savings,savings,7.0,8.0,0.0,4.44,4.4,0.0,310.1875,0.09375,8.860240805519577,9.664238796185735,11.832257769197325,0.0
25,2,officials,officials,9.0,7.0,8.0,4.68,4.44,4.4,303.15625,0.0625,8.779427935930379,12.02163781624668,9.664238796185735,11.832257769197325
25,3,weren't,weren't,7.0,9.0,7.0,4.68,4.68,4.44,322.28125,0.15625,3.7941366053241055,7.908455827596015,12.02163781624668,9.664238796185735
25,4,available,available,9.0,7.0,9.0,5.28,4.68,4.68,328.125,0.09375,4.762725440578116,4.773065248907642,7.908455827596015,12.02163781624668
25,5,for,for,3.0,9.0,7.0,7.01,5.28,4.68,68.90625,0.78125,0.4059878233095517,0.4060238789780257,4.773065248907642,7.908455827596015
25,6,comment,comment,7.0,3.0,9.0,4.88,7.01,5.28,315.25,0.1875,0.1231633444265014,0.58266700576565,0.4060238789780257,4.773065248907642
25,7,on,on,2.0,7.0,3.0,6.91,4.88,7.01,77.21875,0.78125,1.5166648418292894,1.5166648418292894,0.58266700576565,0.4060238789780257
25,8,the,the,3.0,2.0,7.0,7.73,6.91,4.88,149.78125,0.59375,1.3131998378271987,1.3483278137052397,1.5166648418292894,0.58266700576565
25,9,downgrade.,downgrade,9.0,3.0,2.0,3.23,7.73,6.91,321.0,0.15625,8.484213086679304,10.498553836534526,1.3483278137052397,1.5166648418292894
